id,title,tipo,icon,anclajes,lastUpdated,plazas,geometry
"424,Teatro Principal,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,10,2025-04-22T23:05:49,20,""[-0.8789610567491817,41.652291041293786]"""
"549,CEIP LAS FUENTES (2015),Cerrado,https://www.zaragoza.es/contenidos/iconos/aparcabici_recinto.png,12,2025-04-22T23:05:49,24,""[-0.8637904323467509,41.64880750374775]"""
"1474,Fray Luis Urbano,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.8589130932128718,41.647104405760565]"""
"1471,San Adrián de Sasabe,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.8575142607046412,41.648720799143604]"""
"51,Jardines de Anento,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.8635393893239611,41.657092175457336]"""
"169,Centro de Salud La Jota,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.8592595688779004,41.661203886102946]"""
"1059,Escuela de Arte,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,10,2025-04-22T23:05:49,11,""[-0.884630464462631,41.66185006147289]"""
"720,Parque Delicias,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,6,2025-04-22T23:05:49,6,""[-0.909128239038204,41.64849034346771]"""
"1105,Estación de autobuses,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,10,2025-04-22T23:05:49,20,""[-0.9110534875952154,41.65941692436825]"""
"912,Meandro de Ranillas,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,3,2025-04-22T23:05:49,6,""[-0.9039524922464647,41.67709558680972]"""
"280,Parque Jose Antonio Labordeta,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,8,2025-04-22T23:05:49,16,""[-0.8951317047190681,41.63067062910042]"""
"15,Campo de Futbol Vadorrey,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,8,2025-04-22T23:05:49,16,""[-0.8555865919973428,41.653264768024066]"""
"1795,Aguas Vivas,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.8461176505830207,41.6698664278296]"""
"1005,IES Itaca,Cerrado,https://www.zaragoza.es/contenidos/iconos/aparcabici_recinto.png,8,2025-04-22T23:05:49,16,""[-0.8302882508861549,41.67299663794135]"""
"854,IES Élaios,Cerrado,https://www.zaragoza.es/contenidos/iconos/aparcabici_recinto.png,7,2025-04-22T23:05:49,14,""[-0.894230211844741,41.668138923159226]"""
"881,CEIP Ana Mayayo,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.9115152403362776,41.654556031269635]"""
"180,Centro Civico Casetas,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,10,2025-04-22T23:05:49,20,""[-1.0271048587340483,41.719474715477645]"""
"1337,CEIP Arcosur,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,3,2025-04-22T23:05:49,6,""[-0.9571532352312627,41.62483257542836]"""
"1951,Antonio Vivaldi,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.9469634393635671,41.634462384352425]"""
"563,Entrada Alcampo Enlaces,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,10,2025-04-22T23:05:49,20,""[-0.9349862560742405,41.643108522461894]"""
"2004,Océano Atlántico,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.9188747624395335,41.646523652887986]"""
"1605,Sanz Ibáñez,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,6,2025-04-22T23:05:49,12,""[-0.9155391336546692,41.651715155853125]"""
"1618,Fray Juan Regla,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.9145794321457473,41.650391690398855]"""
"1902,Viñedo Viejo,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,7,2025-04-22T23:05:49,14,""[-0.9118114955402715,41.631982946557244]"""
"990,E.S. San Juan Bosco,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,6,2025-04-22T23:05:49,6,""[-0.8856208224650681,41.66126856151038]"""
"20,Centro Civico esquinas del Psiquiátrico,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,10,2025-04-22T23:05:49,11,""[-0.90735848384784,41.64686896944697]"""
"1541,Duquesa Villahermosa,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.9060465026811617,41.64683022204819]"""
"159,Puerta Facultad de Medicina A,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,27,2025-04-22T23:05:49,38,""[-0.9037320197522356,41.64210413117833]"""
"1602,Churrería,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.9111640204959794,41.652823727285]"""
"1640,CDM Perico Fernandez,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.8962931747108318,41.636613537137585]"""
"391,Facultad de la Universidad,Cerrado,https://www.zaragoza.es/contenidos/iconos/aparcabici_recinto.png,13,2025-04-22T23:05:49,14,""[-0.9017789337448345,41.644293154090605]"""
"1034,Ibon de Plan,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.937710104593339,41.6590204917876]"""
"299,Parque de la Aljaferia,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,6,2025-04-22T23:05:49,12,""[-0.898918882106524,41.65774717678788]"""
"649,Centro de Salud Almozara,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,4,2025-04-22T23:05:49,8,""[-0.903904362410542,41.659253881101804]"""
"355,Expo Empresarial,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.9025750065735492,41.67050843853516]"""
"707,Subestación Endesa,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,2,2025-04-22T23:05:49,8,""[-0.8992212294641946,41.67479496531276]"""
"711,CDM Siglo XXI,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,5,""[-0.8967138891782394,41.675405114866955]"""
"655,Parque Fuente de la Junquera,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,7,2025-04-22T23:05:49,14,""[-0.9143197840394226,41.61496435019261]"""
"277,Campo de Futbol Actur,Cerrado,https://www.zaragoza.es/contenidos/iconos/aparcabici_recinto.png,20,2025-04-22T23:05:49,20,""[-0.8974208021912963,41.67682200505306]"""
"981,Puerto Venecia-Leroy Merlin,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,6,2025-04-22T23:05:49,6,""[-0.890424802810483,41.61040747584799]"""
"677,Carrefour Actur,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.8906019582545698,41.67632414603072]"""
"678,AVV Actur Rey Fernando,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.8880920615794645,41.67148815973865]"""
"858,Edificio Ada Byron,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,40,2025-04-22T23:05:49,42,""[-0.8886343018885442,41.68335981726313]"""
"1661,Sos del Rey Catolico,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.8887790255265453,41.62869243268982]"""
"682,Palacio Municipal de Deportes,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,15,2025-04-22T23:05:49,16,""[-0.9044248604861417,41.63936337992729]"""
"602,Colegio Publico Agustina de Aragón,Cerrado,https://www.zaragoza.es/contenidos/iconos/aparcabici_recinto.png,5,2025-04-22T23:05:49,10,""[-0.8733848666069921,41.68883138488375]"""
"546,Carrefour,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,2,2025-04-22T23:05:49,4,""[-0.8895767080297202,41.67634050834342]"""
"627,Centro Enseñalia,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,7,2025-04-22T23:05:49,14,""[-0.8932915357174833,41.64061634823991]"""
"748,Centro de Salud,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,7,2025-04-22T23:05:49,14,""[-0.8717610915981431,41.637973696242994]"""
"1021,Facultad de Economicas y Empresariales,Cerrado,https://www.zaragoza.es/contenidos/iconos/aparcabici_recinto.png,20,2025-04-22T23:05:49,36,""[-0.8872683018794476,41.64671052259249]"""
"756,Biblioteca Pública de Aragón,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,10,2025-04-22T23:05:49,20,""[-0.8890453226042434,41.64721419339351]"""
"381,Junta Municipal Centro,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.8903693953341987,41.64786098596386]"""
"433,Delegacion Provincial de Trabajo,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.8894770011864237,41.65155719044741]"""
"791,IES Ramón Pignatelli,Cerrado,https://www.zaragoza.es/contenidos/iconos/aparcabici_recinto.png,10,2025-04-22T23:05:49,20,""[-0.9226599665137697,41.64492265270423]"""
"793,IES Ramón Pignatelli,Cerrado,https://www.zaragoza.es/contenidos/iconos/aparcabici_recinto.png,6,2025-04-22T23:05:49,6,""[-0.9223184299009864,41.64462461998313]"""
"937,Pedro Liñán,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,6,""[-0.8741545547541005,41.653584393739145]"""
"938,IES Félix de Azara,Cerrado,https://www.zaragoza.es/contenidos/iconos/aparcabici_recinto.png,6,2025-04-22T23:05:49,12,""[-0.9166205898558464,41.654053336305466]"""
"1718,Jose Donoso,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.8912829052933948,41.674086726716936]"""
"685,Escuelas Pías,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,10,2025-04-22T23:05:49,20,""[-0.884409756973757,41.65434517388871]"""
"1670,Lugo,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.8775787622691414,41.62593741096479]"""
"1804,Melilla,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,6,2025-04-22T23:05:49,12,""[-0.876782522511731,41.632854965005784]"""
"1321,San Fernando,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.8819646821979648,41.6345173371323]"""
"668,IASS,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,6,2025-04-22T23:05:49,12,""[-0.8795568763305566,41.64209390951647]"""
"410,I.A.S.S. Goberno de Aragon,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.8778116219353725,41.64564724612142]"""
"1190,Isaac Peral,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.8812015373130684,41.64968545975235]"""
"1041,Albergue Juvenil Baltasar Gracián,Cerrado,https://www.zaragoza.es/contenidos/iconos/aparcabici_recinto.png,11,2025-04-22T23:05:49,12,""[-0.8999443878100521,41.64624777301779]"""
"1625,Alférez Rojas,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.9155880464078057,41.644081285099]"""
"1107,Centro de mayores Balsas de Ebro Viejo,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.8737864064599847,41.66605855455158]"""
"788,Piscinas del Alto Carabinas,Cerrado,https://www.zaragoza.es/contenidos/iconos/aparcabici_recinto.png,7,2025-04-22T23:05:49,7,""[-0.921308566450106,41.64252579854729]"""
"1912,Brazato,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.9120938318706918,41.62665802228845]"""
"321,Entrada Parque,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.9080862591413994,41.62972179177707]"""
"1119,CEIP Valdespartera 3,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.933839526721704,41.626412241530986]"""
"416,Colegio Moncayo,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.9110867011004511,41.63752710226054]"""
"1632,Condes de Aragón,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.9050154172703917,41.63972244382257]"""
"263,Esquina con Via Universitas,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,6,""[-0.9057795842220357,41.643292943612146]"""
"986,Puerto Venecia-Ofiarea,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,6,2025-04-22T23:05:49,6,""[-0.8899260312899558,41.607918938352164]"""
"1198,Casa Socorro,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.8780974391574989,41.64753206623606]"""
"1122,CEIP Luis Vives,Cerrado,https://www.zaragoza.es/contenidos/iconos/aparcabici_recinto.png,5,2025-04-22T23:05:49,10,""[-0.8874390920541062,41.63202344101242]"""
"420,Parroquia San Francisco,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.8850970850350143,41.632488014613]"""
"484,Puente Emperador Augusto,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,3,2025-04-22T23:05:49,6,""[-0.8907460419157024,41.64101492583022]"""
"1555,Dato,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,6,2025-04-22T23:05:49,12,""[-0.8904509466553095,41.645936264172526]"""
"1356,Domenech,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.8881186241176567,41.6442183684032]"""
"516,Facultad de Economicas y Empresariales,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,12,2025-04-22T23:05:49,12,""[-0.887651685808794,41.6467020210715]"""
"1151,Gómez Salvo,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,2,2025-04-22T23:05:49,4,""[-0.8917316276986452,41.6534839746129]"""
"1152,Mapfre,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,6,2025-04-22T23:05:49,12,""[-0.8735299302037316,41.64711727478306]"""
"225,Esquina con Almagro,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,7,2025-04-22T23:05:49,14,""[-0.8870308079839682,41.648578926443236]"""
"306,Ciclos Albacar,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.8925369076980825,41.656086331169696]"""
"1166,Entrada calle Pierrette Gargallo de Anguera,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,3,2025-04-22T23:05:49,6,""[-0.8626111354698133,41.657127674573324]"""
"1168,Calle Enriqueta Castejón,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.8616171156815363,41.655364083804564]"""
"1288,Paco Martínez Soria,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.886092545481736,41.66224983151191]"""
"1732,Pablo Ruiz Picasso,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.886103324703926,41.67294630716539]"""
"876,Gimnasio Público,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,6,2025-04-22T23:05:49,6,""[-0.8904886896365367,41.683784348737845]"""
"1453,Los Rosales,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.8800685445899922,41.641673353043956]"""
"768,Palencia,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.8796209484634735,41.6616222771025]"""
"1113,CEIP Parque Venecia,Cerrado,https://www.zaragoza.es/contenidos/iconos/aparcabici_recinto.png,10,2025-04-22T23:05:49,20,""[-0.8752832182879854,41.614674503744986]"""
"85,Campo de Futbol Jose Luis Violeta,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.8723414046618935,41.62498212642274]"""
"1244,San Vicente de Paúl,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.8763613897212377,41.651678030179085]"""
"1521,Sam Antonio Abad,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.9073354164762701,41.65466939106427]"""
"379,Plaza,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,7,2025-04-22T23:05:49,14,""[-0.9035873059403027,41.64798893362355]"""
"1558,Hermanas Franciscanas,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.8946114536385624,41.64003710456164]"""
"762,Instituto Aragonés de la Juventud,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,6,2025-04-22T23:05:49,12,""[-0.9003004645575461,41.64576862374103]"""
"1547,Mediana de San Juan Bosco,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,10,2025-04-22T23:05:49,20,""[-0.9001763085522676,41.64496697943101]"""
"1292,Caminos del Norte,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.8686343642395574,41.66493080539019]"""
"258,Universidad,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,15,2025-04-22T23:05:49,19,""[-0.8980285073072473,41.640966021455974]"""
"377,Esquina con Escosura,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,6,2025-04-22T23:05:49,12,""[-0.897277554038144,41.646242223276396]"""
"1387,Calanda,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.9030111842418926,41.650509774041616]"""
"1376,Pablo Sarasate,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.9011447959828817,41.65233835621945]"""
"719,Parque Delicias,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,6,2025-04-22T23:05:49,6,""[-0.9131380914376244,41.648237476057055]"""
"662,Colegio Sagrada Familia,Cerrado,https://www.zaragoza.es/contenidos/iconos/aparcabici_recinto.png,4,2025-04-22T23:05:49,8,""[-0.9062049008068582,41.623163480657695]"""
"1279,San Juan de la Peña,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.8731966011967743,41.66173378139357]"""
"718,Parque Delicias Centro Mayores,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,6,2025-04-22T23:05:49,6,""[-0.9123894199594718,41.647255625819376]"""
"564,Edificio Residencial G. Laguna 33-39,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,6,2025-04-22T23:05:49,12,""[-0.9115880128020495,41.641165440797806]"""
"1339,CEIP Zaragoza Sur,Cerrado,https://www.zaragoza.es/contenidos/iconos/aparcabici_recinto.png,15,2025-04-22T23:05:49,30,""[-0.947278899175415,41.6363772556956]"""
"399,Centro Civico Universidad,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,6,""[-0.9006323731995292,41.63894031909798]"""
"1226,Hospital Miguel Servet,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,10,2025-04-22T23:05:49,20,""[-0.9006278956805358,41.635428935704404]"""
"1299,Jardines Aguilar de Ebro,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.8707194466323521,41.661641130878564]"""
"1222,Calle Tomás Bretón,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,7,2025-04-22T23:05:49,14,""[-0.8978195848036817,41.645655595770364]"""
"1303,Calle Jesús,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.8715695095838181,41.65814531055399]"""
"1540,Duquesa Villahermosa con Ciudad Jardín,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,6,2025-04-22T23:05:49,12,""[-0.9023391843766052,41.64810646310693]"""
"1375,Pablo Sarasate,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.8996582720808673,41.653668890064836]"""
"1386,Portugal,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.9019954672237839,41.65077301779858]"""
"455,Avda. America 55,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,7,2025-04-22T23:05:49,14,""[-0.8857112372921352,41.63021267041157]"""
"1571,Gascón de Gotor con La luz,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.8892305584579011,41.63835714354205]"""
"1078,Fernando el Católico,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.8938757655932553,41.64196112277156]"""
"1415,Perpetuo Socorro,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.8879848891987132,41.64181127564096]"""
"1426,Gonzalo de Berceo,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.8746838740776385,41.64594328123059]"""
"1433,León XIII,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.8810332141569635,41.64645037067116]"""
"375,Esquina con Paseo Teruel,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,6,2025-04-22T23:05:49,12,""[-0.8934178030858282,41.64788863591129]"""
"1470,San Adrián de Sasabe,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.8567631008209542,41.65003145872853]"""
"242,Plaza Europa,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,7,2025-04-22T23:05:49,14,""[-0.8928441243553631,41.65855911931182]"""
"1529,Plaza San Rafael,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,6,2025-04-22T23:05:49,12,""[-0.9088276232487608,41.651360745045096]"""
"1023,Cereros 21,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,4,2025-04-22T23:05:49,8,""[-0.8906277779849309,41.65708671066356]"""
"1742,Gabriel Celaya,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,6,2025-04-22T23:05:49,12,""[-0.8877136641130655,41.67072456639441]"""
"1513,Espoz y Mina,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.8788925621916688,41.654945313833544]"""
"1581,María Moliner,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.8841639467311905,41.63953044778669]"""
"1574,Sancho Abarca,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.8836742003456866,41.63998372577711]"""
"861,Edificio Torres Quevedo,Cerrado,https://www.zaragoza.es/contenidos/iconos/aparcabici_recinto.png,6,2025-04-22T23:05:49,12,""[-0.8872498179217181,41.68304032551415]"""
"150,Centro de Convivencia Casablanca,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,6,2025-04-22T23:05:49,12,""[-0.9112029658124258,41.63184832709563]"""
"1905,Centro,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.9091738124328643,41.6319384149784]"""
"1516,Luis Aula,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.8721184900052481,41.63713487913883]"""
"2001,Parque,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,6,2025-04-22T23:05:49,6,""[-0.8723593327472629,41.640620989185344]"""
"1598,Castelar,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.8676019705416496,41.638185224067634]"""
"1595,Monasterio de Poblet,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.8697386512366748,41.64246267349772]"""
"801,Glorieta Berenguer de Entenza,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.9168547963654952,41.64952262913]"""
"131,Colegio Romareda,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,10,2025-04-22T23:05:49,20,""[-0.9057116631720845,41.63433879869389]"""
"1334,Palacio Arzobispal,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.8749697465590339,41.655612877946645]"""
"1576,José Pellicer,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.880991104418706,41.63883217476091]"""
"747,Tenor Fleta,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,6,2025-04-22T23:05:49,12,""[-0.8836731457483171,41.640840370757495]"""
"527,Rocasolano,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,3,2025-04-22T23:05:49,3,""[-0.8832382465396564,41.64235454384994]"""
"1438,Pedro María Ric,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.8822476417586249,41.644116183708434]"""
"740,Cesáreo Alierta con Florida,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.876151784824829,41.64354410643743]"""
"1441,La Paz,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.8849016802746078,41.64253388176415]"""
"511,Centro Comercial Independencia,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,4,2025-04-22T23:05:49,8,""[-0.8831638931324529,41.65012162846216]"""
"959,Plaza de España,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,6,2025-04-22T23:05:49,12,""[-0.8811499750473095,41.65175388727039]"""
"1395,Salamanca,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.8959858677598421,41.64843907610046]"""
"1683,Lasierra Purroy,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.8845430580636919,41.631756556940395]"""
"1465,Madrina Salinas,Abierto,https://www.zaragoza.es/contenidos/iconos/aparcabici.png,5,2025-04-22T23:05:49,10,""[-0.8608367874090755,41.648515511119335]"""
